Customer Voucher Discount,Membership ID,Sales Grouping,Sales Region,Sub-Grouping,Purchase Date,Profit Amount,Units,Revenue
0.7,ARD|940909,Merchandise,East,Decals,1/12/2008,7,3,15
0.4,JJS|852439,Merchandise,Central,Storage Equipment,1/02/2020,14,5,55
0.4,EHT|678395,Merchandise,South,Toys,1/06/2016,54,7,108
0.9,LCT|835088,Merchandise,West,Toys,1/02/2045,27,3,76
0.2,NPD|213669,Merchandise,West,Decals,1/04/2039,42,3,93
0.8,HGT|003704,Merchandise,East,Toys,1/02/2042,6,6,18
0.1,RWP|820270,Consoles,West,PS5,1/01/2006,41,3,148
0.6,NZS|496099,Merchandise,Central,Storage Equipment,1/08/2045,226,2,838
0.3,CPS|246471,Merchandise,South,Storage Equipment,1/10/2022,-21,2,114
0.6,CPD|761538,Merchandise,East,Decals,1/05/2028,16,7,35
0.3,TTS|084615,Merchandise,Central,Storage Equipment,1/10/2034,1,1,9
0.8,BGD|004348,Merchandise,Central,Decals,1/07/2012,6,4,15
0.4,AAN|599227,Games,Central,Nintendo,1/08/2002,32,3,432
0.4,AAN|556178,Consoles,Central,Nintendo Switch,1/04/2049,384,5,1324
0.1,RDC|969939,Merchandise,West,Clothing,1/06/2011,31,2,109
0.4,JMP|479677,Consoles,East,PS5,1/12/2039,124,8,414
0.2,CCD|550394,Merchandise,East,Decals,1/05/2016,29,3,85
0.6,EHT|146324,Merchandise,East,Toys,1/07/2010,34,3,90
0.7,DSD|071429,Merchandise,West,Decals,1/04/2019,5,3,14
0.4,HMP|043636,Consoles,West,PS5,1/07/2036,14,5,36
0.8,CCD|655882,Merchandise,South,Decals,1/09/2006,16,3,46
0.1,CAS|899237,Games,Central,Sony,1/06/2003,61,11,175
0.2,MBC|199123,Merchandise,West,Clothing,1/05/2003,22,2,76
0.1,EBV|284357,Consoles,West,Vintage,1/04/2013,611,8,3394
0.1,DBS|593939,Merchandise,West,Storage Equipment,1/06/2011,81,2,352
0.7,NKS|356471,Merchandise,East,Storage Equipment,1/10/2022,25,10,284
0.6,TBS|533333,Games,Central,Sony,1/04/2011,14,2,48
0,JWP|305556,Consoles,East,PS5,1/11/2029,10,5,24
0,PGB|772727,Merchandise,East,Batteries,1/12/2043,0,6,8
0.3,ATS|207761,Games,Central,Sony,1/09/1996,11,5,224
0.8,TBP|578495,Consoles,East,PS5,1/10/2024,16,3,124
0.1,RFP|661364,Consoles,West,PS5,1/11/2013,8,3,88
0.5,BBC|428889,Merchandise,West,Clothing,1/04/2007,3,2,30
0.6,JRX|754128,Consoles,West,XBox,1/02/2003,-128,2,73
0.9,SBD|582759,Merchandise,East,Decals,1/08/1996,9,4,19
0.1,MGN|196745,Games,Central,Nintendo,1/06/1995,28,7,370
0.4,MCT|461970,Merchandise,West,Toys,1/01/2014,152,2,488
0.2,DNP|100792,Consoles,West,PS5,1/04/1999,202,8,843
0.8,HZP|321212,Consoles,East,PS5,1/05/2001,6,5,22
0.3,VFM|786667,Merchandise,West,Mugs,1/02/2039,3,3,10
0,ARS|762987,Games,East,Sony,1/05/2015,10,8,103
0.4,MAS|938235,Games,South,Sony,1/04/2003,4,2,23
0.5,KDP|666667,Consoles,East,PS5,1/02/2039,5,3,12
0.7,SMD|312500,Merchandise,Central,Decals,1/03/2025,5,3,16
0.5,MBS|628571,Merchandise,South,Shoes,1/02/2031,3,4,9
0.2,MAM|486644,Games,East,Microsoft,1/03/2037,250,2,800
0.2,DMD|702564,Merchandise,Central,Decals,1/07/2030,9,5,26
0.6,GGT|344444,Merchandise,East,Toys,1/07/2020,-8,5,12
0.2,KND|242029,Merchandise,East,Decals,1/06/2042,22,5,46
0.2,NCN|052428,Games,West,Nintendo,1/03/2019,60,6,605
0.9,JWN|865924,Games,East,Nintendo,1/03/2010,59,10,210
0.1,SMS|763973,Merchandise,East,Storage Equipment,1/04/2014,-338,6,1802
0.4,LTP|823448,Consoles,West,PS5,1/11/2020,34,6,97
0.9,DOD|888696,Merchandise,Central,Decals,1/06/2041,27,2,77
0.1,PGP|001010,Consoles,Central,PS5,1/07/2041,-84,4,66
0.8,HGX|148408,Consoles,East,XBox,1/07/2017,-16,3,314
0.7,PNX|234483,Consoles,South,XBox,1/10/2023,-15,4,387
0.4,VWD|530769,Merchandise,West,Decals,1/05/1997,4,2,9
0.8,RBN|230804,Consoles,East,Nintendo Switch,1/04/2000,-7,5,589
0.6,DMT|205263,Merchandise,West,Toys,1/06/2005,4,2,13
0.3,ZCB|014286,Merchandise,West,Batteries,1/05/2007,1,3,5
0.1,XPS|453922,Games,Central,Sony,1/01/2010,18,3,68
0.2,NDC|323077,Merchandise,East,Clothing,1/07/2005,2,2,9
0.1,CMP|990541,Merchandise,Central,Peripherals,1/08/2028,18,2,50
0.2,EBT|669153,Merchandise,West,Toys,1/02/2048,69,6,197
0.3,KHP|501190,Merchandise,Central,Peripherals,1/05/2000,21,6,56
0.2,AHD|011905,Merchandise,South,Decals,1/08/2008,10,7,28
0.1,SFT|187097,Merchandise,West,Toys,1/07/2045,8,4,21
0.6,GRX|963281,Consoles,East,XBox,1/12/2006,236,6,1026
0.4,MGP|340441,Consoles,South,PS5,1/04/2020,-2,3,91
0,AGS|385542,Merchandise,West,Storage Equipment,1/09/2028,10,2,56
0.9,MEV|410024,Consoles,West,Vintage,1/11/2007,27,1,273
0.7,TGS|207108,Merchandise,West,Storage Equipment,1/01/2004,-65,3,273
0.2,EKX|772423,Consoles,West,XBox,1/10/2018,70,10,1198
0.9,TSD|210714,Merchandise,West,Decals,1/12/2042,9,2,19
0.1,AHP|204430,Consoles,East,PS5,1/05/2019,51,2,211
0.2,SVS|065217,Merchandise,East,Storage Equipment,1/10/2001,-10,3,77
0.5,FMC|572772,Merchandise,Central,Clothing,1/08/1997,54,5,270
0.3,HJD|672340,Merchandise,West,Decals,1/11/2011,11,6,31
0.9,DKN|559780,Games,West,Nintendo,1/04/1998,27,8,243
0.4,TPN|314243,Consoles,East,Nintendo Switch,1/12/2003,-631,9,4416
0.4,AJD|362690,Merchandise,West,Decals,1/01/2041,112,7,308
0.3,KWC|943269,Merchandise,South,Clothing,1/12/2005,11,6,69
0.1,ESD|518182,Merchandise,West,Decals,1/06/2049,11,4,22
0.1,JLN|119380,Consoles,East,Nintendo Switch,1/03/2015,-47,2,172
0.7,ZCN|398958,Consoles,Central,Nintendo Switch,1/01/2013,-24,3,128
0.3,JLS|977778,Merchandise,South,Shoes,1/02/1998,3,2,6
0.3,CKN|385340,Consoles,East,Nintendo Switch,1/11/2011,-9,3,128
0.6,GBS|505263,Merchandise,West,Shoes,1/06/2005,6,4,13
0.5,ASS|924138,Games,Central,Sony,1/08/2002,23,7,116
0.4,AJC|433666,Merchandise,East,Clothing,1/01/2039,504,6,1737
0,DSS|582418,Merchandise,West,Storage Equipment,1/05/2018,10,3,243
0.4,MSN|786029,Games,East,Nintendo,1/06/2042,24,2,90
0.6,CMD|729412,Merchandise,East,Decals,1/11/2017,4,3,11
0.1,LWN|376203,Games,East,Nintendo,1/08/2000,71,4,264
0.8,BWN|579167,Consoles,West,Nintendo Switch,1/09/2048,6,3,64
0.7,SWS|897436,Merchandise,East,Storage Equipment,1/11/2019,-5,1,26
0.7,TGS|207108,Merchandise,West,Storage Equipment,1/01/2046,-65,3,273
0.5,HFN|456380,Consoles,West,Nintendo Switch,1/03/2015,23,2,225
0.9,BST|310747,Merchandise,East,Toys,1/08/1995,207,6,590
0.6,VMT|593878,Merchandise,East,Toys,1/05/2006,16,2,33
0,AJD|765625,Merchandise,West,Decals,1/08/2035,10,4,21
0.5,NZX|243077,Consoles,East,XBox,1/07/2005,-49,3,87
0.1,PBN|337043,Consoles,West,Nintendo Switch,1/02/2043,38,5,384
0.1,PST|616667,Merchandise,East,Toys,1/02/2039,-3,2,4
0.6,DBD|712500,Merchandise,South,Decals,1/03/2025,4,2,10
0.6,SHS|163158,Merchandise,West,Shoes,1/10/2001,6,2,13
0.5,AFT|289583,Merchandise,East,Toys,1/02/2032,-47,7,64
0.9,RCV|282721,Consoles,East,Vintage,1/06/2043,-16,1,182
0.1,FMM|668182,Merchandise,West,Mugs,1/06/2049,11,2,44
0.9,RBS|441038,Merchandise,South,Storage Equipment,1/04/2007,-47,3,540
0.2,TST|408333,Merchandise,West,Toys,1/04/2011,-24,10,32
0.1,OTV|518914,Consoles,South,Vintage,1/05/2009,61,5,357
0.8,SMS|219320,Games,East,Sony,1/03/2010,-76,3,432
0.7,BPX|269340,Consoles,Central,XBox,1/11/2011,-14,2,141
0.3,TBS|021111,Games,East,Sony,1/11/2003,13,8,120
0.6,ASS|033333,Games,East,Sony,1/04/2011,14,2,48
0.6,TSC|326225,Merchandise,Central,Clothing,1/06/2002,76,5,272
0.8,SBM|958766,Games,Central,Microsoft,1/02/1997,486,4,1440
0.1,DKP|178378,Consoles,West,PS5,1/01/2015,11,5,25
0.3,MMD|372297,Merchandise,Central,Decals,1/04/2008,31,4,99
0.1,SJT|561364,Merchandise,East,Toys,1/11/2013,41,6,88
0,KLD|452381,Merchandise,East,Decals,1/04/2015,20,7,42
0.1,POT|228571,Merchandise,Central,Toys,1/02/2031,-22,6,14
0.4,EMT|191071,Merchandise,West,Toys,1/10/2005,12,4,37
0,ASS|655087,Merchandise,West,Storage Equipment,1/01/2045,70,7,269
0.5,PPT|007619,Merchandise,East,Toys,1/02/2035,-47,7,70
0.6,JDN|641056,Consoles,East,Nintendo Switch,1/09/2043,36,2,228
0.2,DBP|705203,Consoles,Central,PS5,1/08/2000,32,5,526
0.6,KMC|587654,Merchandise,West,Clothing,1/01/2038,16,4,54
0.9,MHN|353846,Games,Central,Nintendo,1/09/2003,49,1,165
0.1,SCN|572931,Games,Central,Nintendo,1/10/2010,108,9,864
0.4,KBN|682517,Consoles,West,Nintendo Switch,1/08/2026,12,1,191
0.3,DED|974737,Merchandise,East,Decals,1/10/2044,21,3,63
0.1,VDN|942975,Consoles,South,Nintendo Switch,1/06/2014,-28,2,162
0.4,SVS|224336,Games,Central,Sony,1/07/2011,32,3,151
0.5,SNS|776596,Merchandise,East,Shoes,1/03/2033,15,3,31
0.4,VGM|587500,Merchandise,East,Mugs,1/03/2025,2,3,5
0.3,RRN|380822,Consoles,South,Nintendo Switch,1/10/2001,11,2,97
0.6,RAS|628395,Merchandise,Central,Storage Equipment,1/06/2016,4,6,54
0.4,ASM|961324,Games,South,Microsoft,1/07/2010,-28,2,696
0.8,DKS|530933,Merchandise,Central,Storage Equipment,1/12/2010,16,9,250
0.8,SCS|124444,Games,West,Sony,1/07/2020,38,3,90
0.8,HRS|641584,Merchandise,Central,Storage Equipment,1/03/2032,18,5,67
0.1,JSS|144697,Merchandise,South,Storage Equipment,1/07/2041,1,4,88
0.5,HAS|061905,Games,East,Sony,1/08/2008,3,1,14
0.6,TBM|683333,Merchandise,East,Mugs,1/04/2011,4,2,16
0,RSV|458489,Consoles,West,Vintage,1/04/2024,80,2,893
0.7,PJP|964706,Merchandise,South,Peripherals,1/04/2042,17,2,34
0.4,SVM|273081,Games,East,Microsoft,1/05/2005,70,5,600
0.8,MVT|273077,Merchandise,West,Toys,1/07/2005,6,3,17
0.3,PBS|321311,Games,East,Sony,1/06/2009,1,3,41
0.4,SOD|668045,Merchandise,South,Decals,1/11/2006,62,4,178
0.6,BMD|495238,Merchandise,Central,Decals,1/07/2003,4,3,14
0.9,PSD|032143,Merchandise,West,Decals,1/09/2047,9,1,19
0.1,BFM|323173,Games,Central,Microsoft,1/12/2048,108,2,320
0.5,JEN|026923,Games,Central,Nintendo,1/02/2010,25,3,87
0.9,PPV|550142,Consoles,West,Vintage,1/06/2002,399,9,2349
0,BDN|314353,Consoles,Central,Nintendo Switch,1/12/2012,770,8,2568
0.3,SZD|578261,Merchandise,East,Decals,1/04/2005,11,6,31
0.9,LAS|649206,Games,Central,Sony,1/11/2000,9,2,42
0.1,KHS|642922,Merchandise,West,Shoes,1/01/2010,48,6,147
0.6,BSS|553829,Merchandise,West,Storage Equipment,1/05/2002,6,5,305
0.7,VMM|008333,Merchandise,Central,Mugs,1/04/2011,7,2,16
0.9,MWN|336256,Games,Central,Nintendo,1/12/2004,79,3,282
0,RMT|897059,Merchandise,East,Toys,1/04/2006,10,5,22
0.5,AJD|406250,Merchandise,West,Decals,1/07/2004,5,2,11
0.8,RHD|069231,Merchandise,East,Decals,1/12/2002,8,3,17
0.8,BVN|173520,Consoles,South,Nintendo Switch,1/11/2026,56,4,643
0.2,JGT|445139,Merchandise,South,Toys,1/07/2047,-74,5,96
0.4,SBM|978937,Games,East,Microsoft,1/04/2011,-936,7,653
0.2,GMN|416589,Games,East,Nintendo,1/08/2032,-57,4,286
0.7,MGD|891304,Merchandise,East,Decals,1/11/2008,5,3,16
0.3,JFN|405926,Games,East,Nintendo,1/05/2010,43,5,90
0.6,CCS|088889,Merchandise,West,Shoes,1/04/2007,6,4,12
0.1,AMX|916667,Consoles,East,XBox,1/02/2039,-65,4,116
0.2,CSM|662031,Games,South,Microsoft,1/07/2042,90,2,480
0.5,CAX|474187,Consoles,Central,XBox,1/08/2049,-92,3,328
0.1,CRT|597059,Merchandise,East,Toys,1/04/2006,21,3,45
0.5,PBT|351613,Merchandise,West,Toys,1/08/2034,13,5,42
0,MKD|803279,Merchandise,West,Decals,1/10/2006,20,7,40
0.4,CCD|505195,Merchandise,South,Decals,1/02/2000,24,5,52
0.2,AZM|571429,Merchandise,Central,Mugs,1/04/2019,0,2,4
0.3,AGS|124701,Games,Central,Sony,1/11/2041,23,12,167
0.4,MKT|179630,Merchandise,West,Toys,1/01/2036,12,3,36
0.1,EMM|762500,Merchandise,Central,Mugs,1/03/2025,1,2,6
0.6,MBN|545263,Consoles,Central,Nintendo Switch,1/06/2005,-33,3,254
0.6,BFP|044444,Consoles,West,PS5,1/07/2020,6,1,24
0.5,NHN|291111,Games,Central,Nintendo,1/11/2003,45,5,150
0.6,BBT|870455,Merchandise,Central,Toys,1/06/2021,-47,7,29
0.7,CCM|317553,Games,West,Microsoft,1/08/2029,945,5,2800
0.5,AMT|983654,Merchandise,West,Toys,1/01/2038,23,2,69
0.6,TWD|940816,Merchandise,West,Decals,1/04/2001,16,5,32
0.3,EPV|063805,Consoles,Central,Vintage,1/05/2000,-160,8,863
0.6,CCN|869142,Consoles,West,Nintendo Switch,1/06/2002,-4,4,288
0.9,SON|725824,Consoles,East,Nintendo Switch,1/12/2001,8,5,364
0.6,KLC|474074,Merchandise,Central,Clothing,1/06/2044,-47,5,18
0.6,CCT|693333,Merchandise,West,Toys,1/04/2011,4,2,10
0.5,EPM|138095,Merchandise,Central,Mugs,1/06/2045,3,3,28
0.5,LHT|521429,Merchandise,West,Toys,1/04/2019,-7,8,10
0.2,JHB|385714,Merchandise,West,Batteries,1/12/2042,2,2,4
0.9,SWT|147120,Merchandise,East,Toys,1/08/2046,457,2,1218
0,DHS|392857,Merchandise,East,Storage Equipment,1/08/2004,20,4,84
0.7,JHT|633333,Merchandise,Central,Toys,1/04/2011,7,4,16
0,LWS|705686,Games,West,Sony,1/09/2040,70,2,200
0.8,BSC|897510,Merchandise,West,Clothing,1/01/2026,48,2,161
0.6,KCS|342629,Games,West,Sony,1/12/2035,636,13,3347
0.7,ABN|726027,Consoles,West,Nintendo Switch,1/05/2042,5,1,49
0.8,GMM|244118,Merchandise,South,Mugs,1/07/2046,8,7,23
0.6,RDS|302929,Games,Central,Sony,1/08/2010,34,5,160
0.1,MJT|434375,Merchandise,South,Toys,1/10/2014,-43,5,64
0.9,ESN|974214,Games,West,Nintendo,1/07/2001,107,2,318
0,KAS|434959,Merchandise,West,Storage Equipment,1/02/2013,0,2,82
0.6,MCT|752555,Merchandise,South,Toys,1/10/2029,46,3,92
0.3,LCN|101042,Consoles,Central,Nintendo Switch,1/01/2007,-29,6,1025
0.2,NBT|137500,Merchandise,South,Toys,1/03/2025,-4,3,6
0.8,NCS|179412,Games,South,Sony,1/11/2017,6,1,23
0.5,AST|369091,Merchandise,East,Toys,1/04/2045,13,5,37
0.2,NFD|615079,Merchandise,Central,Decals,1/06/2005,30,8,84
0.7,BMS|666199,Games,Central,Sony,1/04/2000,95,7,476
0.6,TBS|023529,Merchandise,West,Shoes,1/08/2027,4,5,12
0.8,MWS|522054,Merchandise,Central,Storage Equipment,1/08/2043,58,4,221
0.9,RDD|177866,Merchandise,Central,Decals,1/05/2005,147,5,419
0.5,MCF|166667,Merchandise,West,Furniture,1/02/2039,5,2,18
0.2,LFT|092308,Merchandise,Central,Toys,1/03/2009,-13,5,9
0.9,CKT|855556,Merchandise,Central,Toys,1/11/2029,-21,4,12
0.4,CDS|229293,Games,West,Sony,1/12/2007,54,4,133
0.2,BFC|669231,Merchandise,West,Clothing,1/12/2002,2,1,9
0.6,RCC|093939,Merchandise,West,Clothing,1/06/2011,6,2,22
0.2,TSS|928767,Merchandise,West,Storage Equipment,1/03/1997,30,7,244
0.6,LWS|840571,Merchandise,East,Storage Equipment,1/02/2031,6,3,117
0.1,MMN|839323,Consoles,East,Nintendo Switch,1/06/2010,140,2,632
0.8,TDN|388076,Consoles,West,Nintendo Switch,1/07/2044,76,7,1013
0.3,LSD|076596,Merchandise,Central,Decals,1/03/2033,11,6,31
0.4,IMV|709689,Consoles,West,Vintage,1/12/2040,-248,5,365
0.4,BMS|966667,Merchandise,East,Shoes,1/02/2039,2,2,6
0.7,ESN|099845,Games,West,Nintendo,1/08/2003,75,3,859
0.8,SSX|790575,Consoles,South,XBox,1/06/2031,-36,3,290
0.5,CSC|634615,Merchandise,East,Clothing,1/10/2034,5,4,17
0.3,POC|818519,Merchandise,South,Clothing,1/10/2026,1,5,18
0.8,DpV|793206,Consoles,East,Vintage,1/11/2000,-84,2,315
0.5,JWM|882353,Merchandise,East,Mugs,1/12/2012,5,2,12
0.5,GHF|045902,Merchandise,Central,Furniture,1/05/2008,3,5,41
0.7,CAC|667852,Merchandise,West,Clothing,1/03/2004,137,6,488
0,THP|191710,Consoles,East,PS5,1/08/2042,50,3,129
0.9,TNV|061175,Consoles,West,Vintage,1/12/2000,-814,6,1273
0.8,ACS|992416,Games,East,Sony,1/03/2018,38,2,238
0.2,BFD|405128,Merchandise,South,Decals,1/02/2003,29,2,78
0.4,HZN|997590,Games,Central,Nintendo,1/09/2032,-12,3,55
0.5,SPD|086667,Merchandise,East,Decals,1/02/2039,3,3,10
0.1,SSB|366667,Merchandise,Central,Batteries,1/02/2039,1,1,2
0.3,WBM|547059,Merchandise,West,Mugs,1/04/2006,3,2,12
0,POS|015625,Games,East,Sony,1/08/2035,20,4,64
0.7,SSN|102797,Games,South,Nintendo,1/09/1999,27,8,96
0.9,ADD|134483,Merchandise,East,Decals,1/10/2023,9,3,19
0.2,LSD|048780,Merchandise,Central,Decals,1/04/1998,10,3,27
0.7,POD|978261,Merchandise,South,Decals,1/04/2005,5,3,16
0.9,ARS|799259,Games,East,Sony,1/02/2005,19,3,90
0.6,XPD|783636,Merchandise,West,Decals,1/07/2036,16,4,36
0.2,MGP|576923,Consoles,Central,PS5,1/02/2010,-5,3,9
0.1,GKM|680374,Merchandise,West,Mugs,1/09/2014,18,11,72
0.2,DJD|767647,Merchandise,West,Decals,1/06/2037,22,7,45
0.8,PGD|024074,Merchandise,West,Decals,1/06/2044,18,6,36
0.1,JWN|691667,Games,West,Nintendo,1/02/2039,-8,2,32
0.1,PFS|913636,Merchandise,East,Storage Equipment,1/07/2036,1,5,15
0.1,RLX|799420,Consoles,West,XBox,1/07/2018,28,7,345
0.1,BPN|107104,Consoles,East,Nintendo Switch,1/04/2004,21,2,122
0.6,DKT|694118,Merchandise,Central,Toys,1/07/2046,-17,3,11
0.8,MSS|301111,Merchandise,Central,Storage Equipment,1/11/2003,6,2,60
0.1,DPC|450943,Merchandise,Central,Clothing,1/10/2011,-192,5,71
0.3,FMS|401132,Games,West,Sony,1/11/2002,23,8,177
0.1,RHM|395545,Games,West,Microsoft,1/12/2028,378,3,3358
0.9,SUN|505882,Games,Central,Nintendo,1/09/2006,-7,1,34
0.7,CCS|818373,Merchandise,East,Storage Equipment,1/08/2014,7,3,222
0.7,RWN|845455,Games,East,Nintendo,1/06/2021,17,1,66
0.5,KHT|086667,Merchandise,West,Toys,1/02/2039,3,2,10
0.3,CWN|216667,Games,Central,Nintendo,1/02/2039,1,1,8
0.4,PKV|865718,Consoles,West,Vintage,1/03/2043,92,8,1478
0.2,RDN|215316,Games,West,Nintendo,1/11/2009,60,8,602
0.2,JWN|272500,Consoles,West,Nintendo Switch,1/03/2025,50,2,802
0.4,ASP|933333,Consoles,East,PS5,1/04/2011,2,5,18
0.2,NFN|005229,Games,East,Nintendo,1/10/2002,-17,2,102
0.5,ACN|563717,Consoles,East,Nintendo Switch,1/02/2043,214,5,1282
0.5,MPT|206250,Merchandise,East,Toys,1/07/2004,3,4,11
0.1,JMS|411321,Games,South,Sony,1/04/2010,8,4,35
0.1,HWN|715371,Consoles,Central,Nintendo Switch,1/06/2014,81,3,369
0.1,KMN|013038,Consoles,East,Nintendo Switch,1/04/2007,141,3,543
0.8,SCN|264290,Games,Central,Nintendo,1/09/2007,376,7,1114
0.5,VWV|176162,Consoles,East,Vintage,1/08/2001,-231,2,661
0.7,JOV|525876,Consoles,West,Vintage,1/03/2006,-15,7,400
0.6,GTN|091091,Consoles,Central,Nintendo Switch,1/04/2045,-13,5,899
0.4,CKS|184615,Merchandise,East,Shoes,1/10/2034,4,3,9
0.7,JWT|552632,Merchandise,South,Toys,1/03/2036,-10,3,13
0.9,BFM|727853,Games,East,Microsoft,1/04/2004,269,4,1036
0.2,CSD|040146,Merchandise,South,Decals,1/04/2002,30,5,91
0.8,AMN|646929,Games,South,Nintendo,1/08/2010,68,4,272
0.6,MAS|813771,Merchandise,South,Storage Equipment,1/07/1997,6,4,315
0.4,MWS|042308,Games,East,Sony,1/03/2009,2,3,35
0.8,BFN|594444,Games,South,Nintendo,1/07/2020,-6,3,24
0.1,RWC|257143,Merchandise,Central,Clothing,1/09/2047,-12,2,4
0.4,HGD|146154,Merchandise,West,Decals,1/12/2001,4,2,9
0.7,FHS|755102,Merchandise,South,Storage Equipment,1/05/2004,-25,3,98
0.8,RCT|448148,Merchandise,West,Toys,1/03/2002,6,3,18
0.9,GGD|548276,Merchandise,West,Decals,1/07/2006,9,3,19
0.3,JRP|654323,Consoles,West,PS5,1/06/2010,61,8,409
0.1,DPS|838222,Games,West,Sony,1/03/2002,31,5,150
0.5,JGP|182692,Consoles,West,PS5,1/02/2041,15,4,35
0.5,JOS|035714,Games,West,Sony,1/12/2042,35,7,112
0.6,JFD|557895,Merchandise,West,Decals,1/10/2007,6,3,13
0.1,SPT|616667,Merchandise,East,Toys,1/02/2039,-3,3,4
0.6,CCD|462500,Merchandise,Central,Decals,1/03/2025,4,2,10
0.6,JFB|433333,Merchandise,East,Batteries,1/04/2011,6,4,14
0.8,PFS|690264,Games,West,Sony,1/07/2005,178,3,480
0.8,AHN|601546,Consoles,West,Nintendo Switch,1/01/2029,-26,4,259
0.8,FHS|819098,Games,South,Sony,1/07/2004,48,9,252
0.5,MED|848148,Merchandise,Central,Decals,1/03/2002,13,9,36
0.8,DON|873256,Games,West,Nintendo,1/12/2004,6,4,58
0.9,BHN|974405,Games,South,Nintendo,1/04/2017,7,2,112
0,EMS|166667,Merchandise,West,Shoes,1/02/2039,10,7,20
0.5,ZDN|668380,Games,Central,Nintendo,1/03/2015,125,4,260
0.5,DBN|468519,Games,South,Nintendo,1/10/2026,3,1,36
0.6,DHD|847368,Merchandise,West,Decals,1/03/2014,6,2,13
0.6,MKM|873611,Merchandise,South,Mugs,1/06/2034,4,5,48
0.1,JKC|562406,Merchandise,East,Clothing,1/05/2017,8,4,89
0.4,BFC|554839,Merchandise,South,Clothing,1/03/2003,2,3,21
0.6,LCS|673196,Merchandise,West,Storage Equipment,1/01/2000,6,4,130
0.1,GKM|080412,Merchandise,South,Mugs,1/11/2017,8,7,65
0.2,PFX|304421,Consoles,East,XBox,1/08/2018,159,6,4229
0.1,SSC|983276,Merchandise,South,Clothing,1/07/2006,51,4,196
0.1,SPP|901293,Consoles,East,PS5,1/12/2007,31,3,155
0.2,MCD|248718,Merchandise,Central,Decals,1/03/2043,12,4,26
0.6,SRD|189474,Merchandise,West,Decals,1/01/2023,6,2,13
0.6,JEN|187111,Games,Central,Nintendo,1/11/2003,6,3,150
0.5,EHD|322967,Merchandise,East,Decals,1/10/2013,125,9,279
0.6,LSS|342095,Merchandise,West,Storage Equipment,1/06/2045,-34,3,338
0.6,LBM|504459,Games,West,Microsoft,1/10/2021,-938,6,704
0.4,RWT|133333,Merchandise,West,Toys,1/04/2011,2,2,6
0.7,LHP|103390,Consoles,South,PS5,1/01/2016,47,6,276
0.6,JHT|538853,Merchandise,West,Toys,1/04/2004,644,7,2061
0.5,KED|084127,Merchandise,Central,Decals,1/03/2003,13,10,42
0.6,MPP|565108,Consoles,Central,PS5,1/01/2046,76,6,186
0.7,MWN|948780,Games,East,Nintendo,1/04/1998,157,5,630
0.6,BKS|206250,Merchandise,East,Storage Equipment,1/07/2004,6,2,21
0.9,POC|805877,Merchandise,Central,Clothing,1/04/2006,179,2,716
0.8,JMP|315205,Consoles,East,PS5,1/10/2000,208,9,800
0.5,IMT|483333,Merchandise,West,Toys,1/04/2011,3,5,8
0.2,BPD|262774,Merchandise,East,Decals,1/10/1997,30,5,91
0.6,ARP|231818,Consoles,West,PS5,1/06/2001,6,4,15
0.7,TBV|490538,Consoles,East,Vintage,1/05/2028,-123,3,410
0.1,DNP|585772,Consoles,East,PS5,1/08/1997,51,3,164
0.2,MLT|058333,Merchandise,West,Toys,1/04/2011,30,3,80
0.7,IMM|381588,Games,West,Microsoft,1/07/2032,945,5,2800
0.7,JLT|008333,Merchandise,South,Toys,1/04/2011,7,4,16
0,APB|416667,Merchandise,South,Batteries,1/02/2039,10,4,20
0.5,RWS|778846,Games,Central,Sony,1/09/2003,15,5,35
0.1,CMM|588571,Merchandise,West,Mugs,1/02/2031,11,2,23
0.4,DBT|454902,Merchandise,West,Toys,1/05/2008,12,3,34
0.1,PRN|923957,Games,West,Nintendo,1/12/2012,38,4,432
0.5,NFN|433744,Consoles,South,Nintendo Switch,1/05/1995,225,4,866
0.1,JSP|276923,Consoles,Central,PS5,1/02/2010,-4,4,9
0.5,FHD|981034,Merchandise,South,Decals,1/06/2007,95,5,194
0.3,CDC|709756,Merchandise,Central,Clothing,1/05/1996,23,2,82
0.8,MEV|564602,Consoles,South,Vintage,1/09/2033,68,3,453
0.5,SVS|034783,Games,Central,Sony,1/07/1998,3,3,16
0.6,JGN|995294,Consoles,West,Nintendo Switch,1/01/2008,-34,6,341
0.5,KTS|886111,Games,South,Sony,1/11/2003,13,2,48
0.3,MHN|531481,Games,East,Nintendo,1/08/2023,-8,3,36
0.6,CKN|317442,Games,East,Nintendo,1/05/2020,-12,1,58
0.1,CKM|492308,Merchandise,East,Mugs,1/03/2009,11,4,35
0.4,SCP|840650,Consoles,West,PS5,1/09/2037,34,3,82
0,RSC|720903,Merchandise,East,Clothing,1/06/2008,110,6,281
0.7,WBV|536088,Consoles,West,Vintage,1/02/2045,-65,4,574
0.8,AMT|078261,Merchandise,Central,Toys,1/04/2005,8,2,15
0.5,AGP|858333,Merchandise,Central,Peripherals,1/04/2011,3,1,8
0,SWM|960317,Merchandise,East,Mugs,1/12/2009,10,7,42
0.1,BSX|504420,Consoles,West,XBox,1/07/2018,18,2,121
0.6,TST|073684,Merchandise,East,Toys,1/07/2040,-28,4,38
0.8,HGF|029545,Merchandise,West,Furniture,1/12/2028,8,3,30
0.8,SDF|792857,Merchandise,East,Furniture,1/08/2004,8,3,28
0.7,BSN|385135,Games,West,Nintendo,1/05/2047,5,2,50
